Baseline,SDG Push,JET SDG,Year,indicator,Country/Region,Enhanced NDC
14.23,14.23,14.23,2019,Pov320_Number,AFG,14.23
15.75,15.75,15.75,2020,Pov320_Number,AFG,15.75
20.02,20.02,20.02,2021,Pov320_Number,AFG,20.02
23.79,23.79,23.79,2022,Pov320_Number,AFG,23.79
26.02,26.02,26.02,2023,Pov320_Number,AFG,26.02
27.98,27.98,27.98,2024,Pov320_Number,AFG,27.98
29.74,29.53,29.53,2025,Pov320_Number,AFG,29.74
30.87,30.56,30.56,2026,Pov320_Number,AFG,30.87
31.4,30.99,30.98,2027,Pov320_Number,AFG,31.39
31.61,31.18,31.16,2028,Pov320_Number,AFG,31.59
31.9,31.41,31.41,2029,Pov320_Number,AFG,31.89
32.2,31.61,31.56,2030,Pov320_Number,AFG,32.14
32.73,32.04,31.84,2031,Pov320_Number,AFG,32.53
33.93,33.14,32.78,2032,Pov320_Number,AFG,33.57
35.58,34.75,34.25,2033,Pov320_Number,AFG,35.07
37.51,36.6,36.0,2034,Pov320_Number,AFG,36.88
39.58,38.5,37.85,2035,Pov320_Number,AFG,38.94
41.73,40.31,39.69,2036,Pov320_Number,AFG,41.17
43.9,41.96,41.36,2037,Pov320_Number,AFG,43.49
45.99,43.39,42.87,2038,Pov320_Number,AFG,45.73
47.73,44.58,44.18,2039,Pov320_Number,AFG,47.38
48.75,45.43,45.03,2040,Pov320_Number,AFG,48.34
49.77,45.88,45.38,2041,Pov320_Number,AFG,49.3
50.8,45.96,45.23,2042,Pov320_Number,AFG,50.24
51.48,45.82,44.73,2043,Pov320_Number,AFG,50.24
51.7,45.47,44.04,2044,Pov320_Number,AFG,50.22
51.84,44.88,43.26,2045,Pov320_Number,AFG,50.18
51.82,44.07,42.35,2046,Pov320_Number,AFG,50.12
51.63,43.14,41.31,2047,Pov320_Number,AFG,49.93
51.28,42.13,40.15,2048,Pov320_Number,AFG,49.47
50.79,41.09,38.95,2049,Pov320_Number,AFG,48.82
50.08,39.94,37.7,2050,Pov320_Number,AFG,48.05
49.26,38.76,36.67,2051,Pov320_Number,AFG,47.26
48.44,37.61,35.69,2052,Pov320_Number,AFG,46.4
47.64,36.48,34.63,2053,Pov320_Number,AFG,45.61
46.9,35.35,33.59,2054,Pov320_Number,AFG,44.98
46.21,34.23,32.53,2055,Pov320_Number,AFG,44.49
45.54,33.03,31.52,2056,Pov320_Number,AFG,44.09
44.9,31.87,30.55,2057,Pov320_Number,AFG,43.78
44.31,30.76,29.63,2058,Pov320_Number,AFG,43.53
43.76,29.69,28.78,2059,Pov320_Number,AFG,43.32
43.32,28.67,27.99,2060,Pov320_Number,AFG,43.17
42.97,27.72,27.28,2061,Pov320_Number,AFG,42.99
42.63,26.81,26.58,2062,Pov320_Number,AFG,42.85
42.3,25.94,25.89,2063,Pov320_Number,AFG,42.7
41.98,25.12,25.21,2064,Pov320_Number,AFG,42.5
41.71,24.36,24.5,2065,Pov320_Number,AFG,42.31
41.49,23.65,23.8,2066,Pov320_Number,AFG,42.1
41.32,23.0,23.14,2067,Pov320_Number,AFG,41.94
41.22,22.41,22.56,2068,Pov320_Number,AFG,41.9
41.16,21.86,22.04,2069,Pov320_Number,AFG,41.94
41.12,21.32,21.58,2070,Pov320_Number,AFG,42.02
41.09,20.8,21.12,2071,Pov320_Number,AFG,42.08
41.03,20.26,20.64,2072,Pov320_Number,AFG,42.05
40.95,19.71,20.09,2073,Pov320_Number,AFG,41.9
40.83,19.13,19.41,2074,Pov320_Number,AFG,41.6
40.68,18.57,18.73,2075,Pov320_Number,AFG,41.21
40.48,17.95,17.95,2076,Pov320_Number,AFG,40.67
