Baseline,JET SDG,SDG Push,Year,indicator,Enhanced NDC
0.24,0.232,0.24,2030,CarbonEmissions_per_capita,0.23161
0.244,0.226,0.245,2031,CarbonEmissions_per_capita,0.22591
0.246,0.223,0.248,2032,CarbonEmissions_per_capita,0.22197
0.248,0.221,0.251,2033,CarbonEmissions_per_capita,0.21949
0.249,0.221,0.253,2034,CarbonEmissions_per_capita,0.21831
0.251,0.22,0.255,2035,CarbonEmissions_per_capita,0.21689
0.253,0.221,0.258,2036,CarbonEmissions_per_capita,0.21614
0.255,0.222,0.261,2037,CarbonEmissions_per_capita,0.21611
0.258,0.222,0.265,2038,CarbonEmissions_per_capita,0.21497
0.261,0.219,0.268,2039,CarbonEmissions_per_capita,0.21216
0.265,0.214,0.273,2040,CarbonEmissions_per_capita,0.20653
0.269,0.208,0.278,2041,CarbonEmissions_per_capita,0.19951
0.273,0.2,0.283,2042,CarbonEmissions_per_capita,0.19161
0.277,0.192,0.289,2043,CarbonEmissions_per_capita,0.18328
0.281,0.185,0.294,2044,CarbonEmissions_per_capita,0.17505
0.285,0.177,0.299,2045,CarbonEmissions_per_capita,0.16697
0.289,0.17,0.305,2046,CarbonEmissions_per_capita,0.15958
0.293,0.163,0.31,2047,CarbonEmissions_per_capita,0.15201
0.297,0.158,0.316,2048,CarbonEmissions_per_capita,0.14591
0.302,0.154,0.323,2049,CarbonEmissions_per_capita,0.14121
0.307,0.151,0.33,2050,CarbonEmissions_per_capita,0.13789
0.312,0.151,0.338,2051,CarbonEmissions_per_capita,0.13651
0.317,0.152,0.346,2052,CarbonEmissions_per_capita,0.13626
0.323,0.154,0.353,2053,CarbonEmissions_per_capita,0.13692
0.328,0.157,0.361,2054,CarbonEmissions_per_capita,0.13813
0.333,0.158,0.368,2055,CarbonEmissions_per_capita,0.1394
0.339,0.16,0.376,2056,CarbonEmissions_per_capita,0.14007
0.345,0.16,0.384,2057,CarbonEmissions_per_capita,0.14005
0.35,0.158,0.392,2058,CarbonEmissions_per_capita,0.13856
0.356,0.157,0.4,2059,CarbonEmissions_per_capita,0.13646
0.361,0.154,0.408,2060,CarbonEmissions_per_capita,0.13313
0.366,0.15,0.416,2061,CarbonEmissions_per_capita,0.12953
0.371,0.146,0.425,2062,CarbonEmissions_per_capita,0.12558
0.376,0.142,0.433,2063,CarbonEmissions_per_capita,0.12144
0.381,0.138,0.441,2064,CarbonEmissions_per_capita,0.11711
0.386,0.134,0.45,2065,CarbonEmissions_per_capita,0.11316
0.391,0.13,0.459,2066,CarbonEmissions_per_capita,0.10956
0.396,0.127,0.467,2067,CarbonEmissions_per_capita,0.10633
0.401,0.124,0.475,2068,CarbonEmissions_per_capita,0.10331
0.406,0.122,0.481,2069,CarbonEmissions_per_capita,0.10066
0.409,0.119,0.486,2070,CarbonEmissions_per_capita,0.09778
0.413,0.118,0.491,2071,CarbonEmissions_per_capita,0.09558
0.416,0.116,0.494,2072,CarbonEmissions_per_capita,0.09376
0.418,0.115,0.498,2073,CarbonEmissions_per_capita,0.09223
0.42,0.115,0.502,2074,CarbonEmissions_per_capita,0.09119
0.422,0.115,0.506,2075,CarbonEmissions_per_capita,0.09038
0.424,0.114,0.51,2076,CarbonEmissions_per_capita,0.08961
0.427,0.114,0.515,2077,CarbonEmissions_per_capita,0.08906
0.428,0.113,0.519,2078,CarbonEmissions_per_capita,0.0883
0.43,0.112,0.522,2079,CarbonEmissions_per_capita,0.0875
0.432,0.111,0.525,2080,CarbonEmissions_per_capita,0.08647
0.433,0.109,0.527,2081,CarbonEmissions_per_capita,0.08536
0.434,0.108,0.528,2082,CarbonEmissions_per_capita,0.08385
0.434,0.106,0.53,2083,CarbonEmissions_per_capita,0.082
0.434,0.104,0.532,2084,CarbonEmissions_per_capita,0.07998
0.434,0.102,0.533,2085,CarbonEmissions_per_capita,0.07792
0.434,0.1,0.534,2086,CarbonEmissions_per_capita,0.07583
0.434,0.098,0.535,2087,CarbonEmissions_per_capita,0.0738
0.434,0.096,0.537,2088,CarbonEmissions_per_capita,0.07182
0.433,0.094,0.538,2089,CarbonEmissions_per_capita,0.06993
0.433,0.092,0.54,2090,CarbonEmissions_per_capita,0.06814
0.433,0.09,0.542,2091,CarbonEmissions_per_capita,0.06646
0.432,0.087,0.544,2092,CarbonEmissions_per_capita,0.06475
0.432,0.085,0.547,2093,CarbonEmissions_per_capita,0.0633
0.431,0.083,0.55,2094,CarbonEmissions_per_capita,0.06216
0.43,0.082,0.552,2095,CarbonEmissions_per_capita,0.06116
0.431,0.08,0.552,2096,CarbonEmissions_per_capita,0.06021
0.43,0.079,0.551,2097,CarbonEmissions_per_capita,0.05948
0.43,0.078,0.55,2098,CarbonEmissions_per_capita,0.05882
0.429,0.077,0.549,2099,CarbonEmissions_per_capita,0.05798
0.429,0.077,0.548,2100,CarbonEmissions_per_capita,0.05729
72.7,72.7,72.7,2019,ChildMort5Yrs,72.7
73.15,73.15,73.15,2020,ChildMort5Yrs,73.15
71.88,71.88,71.88,2021,ChildMort5Yrs,71.88
70.04,70.04,70.04,2022,ChildMort5Yrs,70.04
68.71,68.71,68.71,2023,ChildMort5Yrs,68.71
67.17,67.17,67.17,2024,ChildMort5Yrs,67.17
65.7,65.21,65.21,2025,ChildMort5Yrs,65.7
64.28,63.56,63.56,2026,ChildMort5Yrs,64.29
62.75,61.53,61.52,2027,ChildMort5Yrs,62.76
61.25,59.61,59.59,2028,ChildMort5Yrs,61.27
59.78,57.73,57.73,2029,ChildMort5Yrs,59.79
58.39,55.95,55.98,2030,ChildMort5Yrs,58.36
57.07,54.26,54.34,2031,ChildMort5Yrs,56.98
55.81,52.63,52.78,2032,ChildMort5Yrs,55.64
54.59,51.05,51.28,2033,ChildMort5Yrs,54.33
53.41,49.51,49.81,2034,ChildMort5Yrs,53.06
52.24,48,48.36,2035,ChildMort5Yrs,51.82
51.08,46.54,46.94,2036,ChildMort5Yrs,50.6
49.94,45.11,45.54,2037,ChildMort5Yrs,49.41
48.81,43.8,44.25,2038,ChildMort5Yrs,48.24
47.7,42.54,43.02,2039,ChildMort5Yrs,47.1
46.61,41.34,41.84,2040,ChildMort5Yrs,45.98
45.55,40.18,40.71,2041,ChildMort5Yrs,44.88
44.52,39.07,39.63,2042,ChildMort5Yrs,43.81
43.52,38,38.58,2043,ChildMort5Yrs,42.76
42.55,36.95,37.57,2044,ChildMort5Yrs,41.73
41.6,35.93,36.59,2045,ChildMort5Yrs,40.72
40.64,34.93,35.63,2046,ChildMort5Yrs,39.74
39.72,33.96,34.68,2047,ChildMort5Yrs,38.78
38.81,33.01,33.75,2048,ChildMort5Yrs,37.84
37.93,32.08,32.86,2049,ChildMort5Yrs,36.92
37.07,31.16,31.97,2050,ChildMort5Yrs,36.01
36.23,30.25,31.11,2051,ChildMort5Yrs,35.12
35.41,29.4,30.29,2052,ChildMort5Yrs,34.25
34.61,28.56,29.47,2053,ChildMort5Yrs,33.42
33.82,27.72,28.66,2054,ChildMort5Yrs,32.61
33.05,26.92,27.86,2055,ChildMort5Yrs,31.83
32.28,26.11,27.07,2056,ChildMort5Yrs,31.06
31.53,25.32,26.26,2057,ChildMort5Yrs,30.31
30.78,24.52,25.48,2058,ChildMort5Yrs,29.57
30.06,23.73,24.67,2059,ChildMort5Yrs,28.81
29.34,22.93,23.9,2060,ChildMort5Yrs,28.07
28.62,22.13,23.12,2061,ChildMort5Yrs,27.3
27.89,21.35,22.35,2062,ChildMort5Yrs,26.53
27.16,20.58,21.59,2063,ChildMort5Yrs,25.79
26.45,19.82,20.83,2064,ChildMort5Yrs,25.06
25.74,19.09,20.1,2065,ChildMort5Yrs,24.37
25.07,18.39,19.39,2066,ChildMort5Yrs,23.71
24.42,17.72,18.69,2067,ChildMort5Yrs,23.06
23.78,17.06,18.02,2068,ChildMort5Yrs,22.43
23.14,16.42,17.37,2069,ChildMort5Yrs,21.81
22.53,15.82,16.74,2070,ChildMort5Yrs,21.22
21.94,15.22,16.13,2071,ChildMort5Yrs,20.66
21.35,14.65,15.54,2072,ChildMort5Yrs,20.1
20.79,14.11,14.96,2073,ChildMort5Yrs,19.55
20.23,13.58,14.41,2074,ChildMort5Yrs,19.01
19.68,13.08,13.88,2075,ChildMort5Yrs,18.48
19.15,12.6,13.38,2076,ChildMort5Yrs,17.97
18.63,12.13,12.89,2077,ChildMort5Yrs,17.47
18.13,11.7,12.42,2078,ChildMort5Yrs,16.99
17.66,11.28,11.97,2079,ChildMort5Yrs,16.53
17.19,10.88,11.54,2080,ChildMort5Yrs,16.08
16.74,10.49,11.13,2081,ChildMort5Yrs,15.65
16.29,10.11,10.72,2082,ChildMort5Yrs,15.23
15.85,9.74,10.33,2083,ChildMort5Yrs,14.82
15.42,9.41,9.946,2084,ChildMort5Yrs,14.42
15.01,9.121,9.594,2085,ChildMort5Yrs,14.04
14.6,8.842,9.293,2086,ChildMort5Yrs,13.66
14.21,8.581,9.003,2087,ChildMort5Yrs,13.31
13.83,8.334,8.727,2088,ChildMort5Yrs,12.97
13.48,8.101,8.466,2089,ChildMort5Yrs,12.64
13.12,7.881,8.222,2090,ChildMort5Yrs,12.31
12.78,7.67,7.994,2091,ChildMort5Yrs,12
12.46,7.466,7.774,2092,ChildMort5Yrs,11.69
12.14,7.268,7.561,2093,ChildMort5Yrs,11.4
11.84,7.085,7.363,2094,ChildMort5Yrs,11.13
11.55,6.907,7.173,2095,ChildMort5Yrs,10.87
11.28,6.732,6.987,2096,ChildMort5Yrs,10.63
11.02,6.561,6.805,2097,ChildMort5Yrs,10.38
10.76,6.394,6.627,2098,ChildMort5Yrs,10.16
10.52,6.235,6.459,2099,ChildMort5Yrs,9.98594
10.32,6.077,6.295,2100,ChildMort5Yrs,9.81112
2.512,2.512,2.512,2019,ENDEM,2.51242
2.659,2.659,2.659,2020,ENDEM,2.65875
2.722,2.722,2.722,2021,ENDEM,2.72207
2.804,2.804,2.804,2022,ENDEM,2.8037
2.917,2.917,2.917,2023,ENDEM,2.91744
3.025,3.025,3.025,2024,ENDEM,3.02468
3.14,3.136,3.14,2025,ENDEM,3.13587
3.264,3.254,3.262,2026,ENDEM,3.25611
3.392,3.382,3.39,2027,ENDEM,3.38418
3.535,3.533,3.539,2028,ENDEM,3.52918
3.682,3.694,3.692,2029,ENDEM,3.68413
3.833,3.866,3.85,2030,ENDEM,3.84942
3.988,4.052,4.014,2031,ENDEM,4.02645
4.149,4.249,4.184,2032,ENDEM,4.21369
4.316,4.459,4.361,2033,ENDEM,4.41244
4.489,4.682,4.545,2034,ENDEM,4.6221
4.671,4.916,4.739,2035,ENDEM,4.84218
4.861,5.163,4.942,2036,ENDEM,5.07298
5.06,5.397,5.156,2037,ENDEM,5.2901
5.267,5.643,5.381,2038,ENDEM,5.51739
5.485,5.903,5.618,2039,ENDEM,5.75552
5.713,6.181,5.868,2040,ENDEM,6.00986
5.951,6.473,6.128,2041,ENDEM,6.27719
6.2,6.783,6.402,2042,ENDEM,6.55836
6.46,7.11,6.689,2043,ENDEM,6.85495
6.733,7.455,6.991,2044,ENDEM,7.16681
7.017,7.817,7.307,2045,ENDEM,7.49365
7.311,8.199,7.638,2046,ENDEM,7.83493
7.621,8.658,7.985,2047,ENDEM,8.24863
7.944,9.14,8.348,2048,ENDEM,8.68197
8.282,9.645,8.73,2049,ENDEM,9.1343
8.632,10.17,9.128,2050,ENDEM,9.60587
8.999,10.72,9.546,2051,ENDEM,10.09
9.38,11.29,9.983,2052,ENDEM,10.6
9.776,11.88,10.44,2053,ENDEM,11.11
10.19,12.48,10.92,2054,ENDEM,11.64
10.61,13.09,11.42,2055,ENDEM,12.18
11.06,13.7,11.94,2056,ENDEM,12.71
11.52,14.33,12.48,2057,ENDEM,13.25
12,15,13.05,2058,ENDEM,13.81
12.49,15.69,13.65,2059,ENDEM,14.39
13,16.31,14.27,2060,ENDEM,14.9
13.53,16.95,14.92,2061,ENDEM,15.41
14.08,17.62,15.59,2062,ENDEM,15.95
14.65,18.31,16.29,2063,ENDEM,16.51
15.23,19.02,17.02,2064,ENDEM,17.08
15.84,19.77,17.78,2065,ENDEM,17.67
16.47,20.54,18.57,2066,ENDEM,18.28
17.11,21.32,19.4,2067,ENDEM,18.89
17.78,22.12,20.26,2068,ENDEM,19.52
18.47,22.93,21.15,2069,ENDEM,20.15
19.19,23.76,22.08,2070,ENDEM,20.79
19.93,24.6,23.04,2071,ENDEM,21.44
20.7,25.46,24.04,2072,ENDEM,22.09
21.49,26.32,25.07,2073,ENDEM,22.74
22.31,27.27,26.14,2074,ENDEM,23.48
23.15,28.23,27.25,2075,ENDEM,24.23
24.02,29.21,28.38,2076,ENDEM,24.98
24.91,30.2,29.56,2077,ENDEM,25.73
25.82,31.21,30.76,2078,ENDEM,26.5
26.75,32.22,32,2079,ENDEM,27.26
27.71,33.25,33.28,2080,ENDEM,28.04
28.69,34.26,34.58,2081,ENDEM,28.79
29.7,35.29,35.93,2082,ENDEM,29.55
30.73,36.36,37.32,2083,ENDEM,30.32
31.8,37.44,38.76,2084,ENDEM,31.11
32.89,38.56,40.25,2085,ENDEM,31.91
34.01,39.71,41.78,2086,ENDEM,32.74
35.16,40.88,43.36,2087,ENDEM,33.58
36.34,42.06,44.99,2088,ENDEM,34.44
37.55,43.26,46.64,2089,ENDEM,35.31
38.78,44.48,48.33,2090,ENDEM,36.19
